"Please confirm site switching. All data that hasn't been saved will be lost.","Confirmez-vous le changement de site ? Toutes les données non enregistrées seront perdues.",""
"Please confirm that you want to delete this credit card","Veuillez confirmer que vous souhaitez supprimer cette carte de crédit",""
"Please correct %1 ""%2"" in the Row #%3.","Veuillez corriger %1 ""%2"" à la ligne #%3.",""
"Please correct Country ""%1"" in the Row #%2.","Veuillez corriger le pays ""%1"" à la ligne #%2.",""
"Please correct Region/State ""%1"" in the Row #%2.","Veuillez corriger la région/état ""%1"" à la ligne #%2.",""
"Please correct Shipping Price ""%1"" in the Row #%2.","Veuillez corriger le prix de la livraison ""%1"" de la ligne #%2.",""
"Please correct Table Rate code for type %1: %2.","Veuillez corriger la tarification du type %1 : %2.",""
"Please correct Table Rate code type: %1.","Veuillez corriger la tarification pour le type %1.",""
"Please correct Table Rates File Format.","Veuillez corriger le format de fichier de la tarification.",""
"Please correct Table Rates format in the Row #%1.","Veuillez corriger le format de la tarification à la ligne #%1.",""
"Please correct the category.","Veuillez corriger la catégorie.",""
"Please correct the column format and try again.","Veuillez corriger le format de la colonne et essayez à nouveau.",""
"Please correct the country code: %1.","Veuillez corriger le code pays : %1.",""
"Please correct the data sent value.","Veuillez corriger la valeur des données envoyées.",""
"Please correct the data sent.","Veuillez corriger les données envoyées.",""
"Please correct the email address.","Veuillez corriger l'adresse e-mail.",""
"Please correct the email address: ""%1"".","Veuillez corriger l'adresse e-mail: ""%1"".",""
"Please correct the file format.","Veuillez corriger le format de fichier.",""
"Please correct the image file type.","Veuillez corriger le type de fichier d'image.",""
"Please correct the input data for %1 => %2 rate","Veuillez corriger les données renseignées pour %1 => taux %2",""
"Please correct the newsletter template and try again.","Veuillez corriger le gabarit de la newsletter et essayez à nouveau.",""
"Please correct the order of creation for a new backup.","Veuillez corriger l'ordre de la création pour une nouvelle sauvegarde.",""
"Please correct the parameters.","Veuillez corriger les paramètres.",""
"Please correct the parent block for this block.","Veuillez corriger le bloc parent de ce bloc.",""
"Please correct the password reset token.","Veuillez corriger le jeton de réinitialisation de mot de passe.",""
"Please correct the password.","Veuillez corriger le mot de passe.",""
"Please correct the quantity for some products.","Veuillez corriger la quantité de certains produits.",""
"Please correct the quote items and try again.","Veuillez corriger le commentaire sur le produit et essayez à nouveau.",""
"Please correct the rates received","Veuillez corriger les taux récupérés",""
"Please correct the tab configuration and try again.","Veuillez corriger la configuration de l'onglet et essayez à nouveau.",""
"Please correct the tab configuration and try again. Tab Id should be not empry","Veuillez corriger la configuration de l'onglet et essayez à nouveau. L'ID de l'onglet ne devrait pas être vide.",""
"Please correct the target currency.","Veuillez corriger la devise cibles.",""
"Please correct the timezone.","Veuillez corriger le fuseau horaire.",""
"Please correct the transaction ID and try again.","Veuillez corrigé l'identifiant de la transaction et essayez à nouveau.",""
"Please correct the transactional account email type.","Veuillez corriger le type compte de messagerie transactionnel.",""
"Please correct the value for ""%1"" column.","Veuillez corriger la valeur de la colonne ""%1"".",""
"Please correct this email address:","Veuillez corriger cette adresse e-mail :",""
"Please correct this email address: ""%1"".","Veuillez corriger cette adresse e-mail: ""%1"".",""
"Please create the specified folder ""%1"" before saving the sitemap.","Veuillez créer le répertoire ""%1"" avant d'enregistrer le plan de site.",""
"Please define Wish List item ID.","Veuillez définir un ID de produit pour la liste d'envie.",""
"Please define a correct path.","Veuillez spécifier un chemin correct.",""
"Please define a correct product instance.","Définissez une instance de produit correcte.",""
"Please define the PDF object before using.","Veuillez définier un objet PDF avant de l'utiliser.",""
"Please define the correct sender information.","Définissez correctement les informations de l'expéditeur.",""
"Please do not refresh the page until you complete payment.","Veuillez ne pas rafraîchir la page jusqu'à la fin du paiement.",""
"Please enter 6 or more characters. Leading or trailing spaces will be ignored.","Veuillez saisir au moins 6 caractères. Les espaces en début ou en fin de chaîne seront ignorés.",""
"Please enter 7 or more characters, using both numeric and alphabetic.","Veuillez renseigner 7 caractères ou plus, en utilisant des chiffres et des lettres.",""
"Please enter a TAX/VAT number.","Veuillez entrer un numéro TVA.",""
"Please enter a Transaction ID.","Veuillez renseigner un ID de transaction.",""
"Please enter a comment.","Veuillez renseigner un commentaire.",""
"Please enter a correct date","Veuillez renseigner une date valide.",""
"Please enter a correct entity model","Veuillez entrer un modèle d'entité correcte",""
"Please enter a correct entity model.","Veuillez entrer un modèle d'entité correcte.",""
"Please enter a correct entity.","Veuillez entrer une entité correcte.",""
"Please enter a correct recipient email address.","Veuillez vérifier l'adresse e-mail du destinataire.",""
"Please enter a customer email.","Veuillez entrer l'adresse e-mail du client.",""
"Please enter a date between %min and %max.","Veuillez renseigner une date comprise entre %min et %max.",""
"Please enter a date from the past.","Veuillez renseigner une date antérieure.",""
"Please enter a date of birth.","Veuillez entrer une date de naissance.",""
"Please enter a first name.","Veuillez entrez un prénom.",""
"Please enter a gender.","Quel humain êtes-vous ?",""
"Please enter a last name.","Veuillez entrez un nom.",""
"Please enter a message.","Veuillez renseigner un message.",""
"Please enter a new group name.","Veuillez entrer un nouveau nom de groupe.",""
"Please enter a new password.","Veuillez entrer un nouveau mot de passe.",""
"Please enter a new template name.","Veuillez renseigner un nom de gabarit.",""
"Please enter a nickname.","Veuillez renseigner un pseudo.",""
"Please enter a number 0 or greater in this field.","Veuillez saisir un nombre supérieur ou égal à 0 dans ce champ.",""
"Please enter a number 1 or greater in this field.","Veuillez saisir un nombre supérieur ou égal à 1.",""
"Please enter a number greater than 0 in this field.","Veuillez saisir un nombre supérieur à 0 dans ce champ.",""
"Please enter a password with a valid length.","Veuillez renseigner un mot de passe avec une longueur valide.",""
"Please enter a password with at least %1 characters.","Veuillez entrer un mot de passe avec au moins %1 caractères.",""
"Please enter a positive number in this field.","Veuillez renseigner un nombre positif dans ce champ.",""
"Please enter a review summary.","Veuillez renseigner un résumé pour votre avis.",""
"Please enter a review.","Veuillez renseigner votre avis.",""
"Please enter a sender name.","Veuillez renseigner un nom d'expéditeur.",""
"Please enter a template name.","Veuillez renseigner un nom de gabarit.",""
"Please enter a tracking number.","Veuillez renseigner un numéro de suivi.",""
"Please enter a transaction ID to authorize this payment.","Veuillez entrer un ID de transaction pour autoriser ce paiement.",""
"Please enter a valid $ amount. For example $100.00.","Veuillez saisir un montant valide. Par exemple 100.00 €.",""
"Please enter a valid IP v4 address.","Veuillez renseigner une adresse IPv4 valide.",""
"Please enter a valid IP v6 address.","Veuillez renseigner une adresse IPv6 valide.",""
"Please enter a valid URL Key (Ex: ""example-page"", ""example-page.html"" or ""anotherlevel/example-page"").","Veuillez renseigner une clé d'URL valide (ex. : ""page-exemple"", ""page-exemple.html"" ou ""autre-niveau/page-exemple"").",""
"Please enter a valid URL. For example http://www.example.com or www.example.com.","Veuillez renseigner une URL valide. Par exemple http://www.exemple.com ou www.exemple.com.",""
"Please enter a valid URL. Protocol is required (http://, https:// or ftp://).","Veuillez renseigner une URL valide. Le protocole est obligatoire (http://, https:// ou ftp://).",""
"Please enter a valid VAT number.","Veuillez entrer un numéro de TVA valide.",""
"Please enter a valid XML-identifier (Ex: something_1, block5, id-4).","Veuillez renseigner un identifiant XML valide (ex. : quelquechose_1, block5, id-4).",""
"Please enter a valid credit card expiration date.","Veuillez vérifier la date d'expiration de la carte bancaire.",""
"Please enter a valid credit card number.","Veuillez saisir un numéro de carte bancaire valide.",""
"Please enter a valid credit card verification number.","Veuillez saisir un numéro de vérification de carte bancaire valide.",""
"Please enter a valid date between %1 and %2 at %3.","Veuillez saisir une date valide comprise entre %1 et %2 à %3.",""
"Please enter a valid date equal to or greater than %1 at %2.","Veuillez saisir une date valide supérieure ou égale à %1 à %2.",""
"Please enter a valid date less than or equal to %1 at %2.","Veuillez saisir une date valide inférieure ou égale à %1 à %2.",""
"Please enter a valid date.","Veuillez saisir une date valide.",""
"Please enter a valid day (1-%1).","Veuillez saisir un jour valide (1-%1).",""
"Please enter a valid email address (Ex: johndoe@domain.com).","Veuillez renseigner une adresse e-mail valide (ex. : nom@domaine.com).",""
"Please enter a valid email address.","Saisissez un e-mail valide.",""
"Please enter a valid email.","Veuillez saisir une adresse e-mail valide.",""
"Please enter a valid fax number (Ex: 123-456-7890).","Veuillez renseigner un numéro de fax valide.",""
"Please enter a valid number in this field.","Veuillez saisir un nombre valide.",""
"Please enter a valid password reset token.","Veuillez entrer une permission de réinitialisation du mot valide.",""
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Veuillez saisir un numéro de téléphone valide.",""
"Please enter a valid region.","Veuillez renseigner une région valide.",""
"Please enter a valid social security number (Ex: 123-45-6789).","Veuillez renseigner un numéro de sécurité sociale valide.",""
"Please enter a valid time, between 00:00 am and 12:00 pm","Veuillez renseigner une heure valide, entre 00:00 am et 12:00 pm",""
"Please enter a valid time, between 00:00 and 23:59","Veuillez renseigner une heure valide, entre 00:00 et 23:59",""
"Please enter a valid value, ex: 10,20,30","Saisissez une valeur valide, par ex : 10, 20, 30",""
"Please enter a valid year (1900-%1).","Veuillez saisir une année valide (1900-%1).",""
"Please enter a valid zip code (Ex: 90602 or 90602-1234).","Veuillez renseigner un code postal valide.",""
"Please enter a valid zip code.","Veuillez saisir un code postal valide.",""
"Please enter a value for title.","Veuillez saisir une valeur pour le titre.",""
"Please enter a value greater than or equal to %s.","Veuillez renseigner une valeur supérieure ou égale à %s.",""
"Please enter a value less than or equal to %s.","Veuillez renseigner une valeur inférieure ou égale à %s.",""
"Please enter an email address.","Veuillez renseigner une adresse e-mail.",""
"Please enter an encryption key.","Veuillez renseigner une clé de chiffrement.",""
"Please enter at least {0} characters","Veuillez renseigner au moins {0} caractères.",""
"Please enter at least {0} words.","Veuillez renseigner au moins {0} mots.",""
"Please enter between {0} and {1} words.","Veuillez renseigner entre {0} et {1} mots.",""
"Please enter issue number or start date for switch/solo card type.","Veuillez saisir le numéro de problème ou une date de début pour le type de carte switch/solo.",""
"Please enter less or equal than {0} symbols.","Veuillez renseigner un nombre de caractères inférieur ou égale à {0}.",""
"Please enter more or equal than {0} symbols.","Veuillez renseigner un nombre de caractères supérieur ou égale à {0}.",""
"Please enter new password.","Veuillez entrer un nouveau mot de passe.",""
"Please enter positive number in this field.","Saisissez un nombre positif.",""
"Please enter the city.","Veuillez renseigner la ville.",""
"Please enter the country.","Veuillez renseigner le pays.",""
"Please enter the first name.","Veuillez renseigner le prénom.",""
"Please enter the last name.","Veuillez renseigner le nom de famille.",""
"Please enter the letters from the image","Veuillez saisir les lettres affichées sur l'image",""
"Please enter the password to confirm rollback.","Veuillez entrez le mot de passe pour confirmer le retour en arrière (rollback).",""
"Please enter the phone number.","Veuillez renseigner le numéro de téléphone.",""
"Please enter the state/province.","Veuillez renseigner le département.",""
"Please enter the street.","Veuillez renseigner la rue.",""
"Please enter the zip/postal code.","Veuillez renseigner le code postal.",""
"Please enter your email address below to receive a password reset link.","Veuillez entrer votre adresse e-mail ci-dessous pour recevoir un lien de réinitialisation de mot.",""
"Please enter your email below and we will send you the confirmation link.","Veuillez entrer votre e-mail ci-dessous et nous vous ferons parvenir le lien de confirmation.",""
"Please enter your email.","Saisissez votre e-mail.",""
"Please enter {0} words or less.","Veuillez renseigner {0} mots ou moins.",""
"Please fill in the values for the section","Veuillez remplir les valeurs pour la section",""
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Veuillez vous rendre dans <a href=""%1"">Gestion du cache</a> et rafraîchir les types de cache.",""
"Please input a valid CSS-length (Ex: 100px, 77pt, 20em, .5ex or 50%).","Veuillez renseigner un dimension CSS valide (ex. : 100px, 77pt, 20em, .5ex ou 50%).",""
"Please leave blank if it is not an image.","Veuillez laisser vide si ce n'est pas une image.",""
"Please load Wish List item.","Veuillez charger la liste d'envie de produit.",""
"Please make sure attribute ""%s"" is not empty.","Veuillez vérifier que l'attribut ""%s"" n'est pas vide.",""
"Please make sure that ""%1"" is writable by the web-server.","Veuillez vérfier que ""%1"" est accessible en écriture par le serveur web.",""
"Please make sure that all global admin search modules are installed and activated.","Vérifiez que tous les modules admin de recherche sont installés et activés.",""
"Please make sure to define SKU values for all processed products.","Veuillez assurez-vous de définir les valeurs de REF pour tous les produits transformés.",""
"Please make sure to use only digits here. No dashes are allowed.","Veuillez utiliser uniquement des chiffres. Les tirets ne sont pas acceptés.",""
"Please make sure your passwords match.","Veuillez vérifier que vos mots de passe concordent.",""
"Please note that these settings apply to individual items in the cart, not to the entire cart.","Veuillez noter que ces paramètres sont applicables aux lignes du panieret non à son emsemble.",""
"Please provide filter data.","Veuillez fournir des données de filtrage.",""
"Please provide valid data","Veuillez fournir des données valides",""
"Please put your store into maintenance mode during backup.","Veuillez mettez votre magasin en mode de maintenance lors de la sauvegarde.",""
"Please put your store into maintenance mode during rollback processing.","Veuillez mettez votre magasin en mode de maintenance au cours du traitement de retour en arrière.",""
"Please rename the folder using only letters, numbers, underscores and dashes.","Veuillez renommer le dossier à l'aide des lettres, des chiffres, des caractères de soulignement et des tirets.",""
"Please see <a href=""%1"">documentation</a> for more details.","Veuillez consulter <a href=""%1"">la documentation</a> pour plus de détails.",""
"Please select","Veuillez sélectionner",""
"Please select State/Province.","Veuillez choisir un état/province.",""
"Please select a customer","Sélectionnez un client",""
"Please select a region, state or province.","Veuillez sélectionner une région, une état ou une province.",""
"Please select a shipping address for applicable items.","Veuillez sélectionner une adresse de livraison pour les articles.",""
"Please select a shipping method...","Sélectionnez un mode de livraison...",""
"Please select a static block.","Veuillez sélectionner un bloc statique.",""
"Please select a store","Sélectionnez un magasin",""
"Please select a valid payment method.","Sélectionnez un mode de paiement valide.",""
"Please select all required options.","Veuillez sélectionner les options obligatoires.",""
"Please select an option.","Sélectionnez une option.",""
"Please select customer(s).","Sélectionnez au moins un client.",""
"Please select indexers.","Veuillez sélectionner les indexes.",""
"Please select item(s).","Veuillez sélectionner un élement.",""
"Please select items.","Sélectionnez des produits.",""
"Please select messages.","Veuillez sélectionner des messages.",""
"Please select one or more subscribers.","Veuillez sélectionner un ou plusieurs abonnés.",""
"Please select products","Veuillez sélectionner des produits",""
"Please select products for attributes update.","Veuillez sélectionner des produits pour la mise à jour des attributs.",""
"Please select region, state or province","Veuillez choisir votre région, état ou département",""
"Please select review(s).","Sélectionnez au moins un avis.",""
"Please select searches.","Veuillez sélectionner les recherches.",""
"Please select shipping methods for all addresses.","Veuillez sélectionner une méthode de livraison pour toutes les adresses.",""
"Please set a proper payment and order id.","Veuillez définir un paiement et un identifiant de commande appropriés.",""
"Please set available and/or protected paths list(s) before validation.","Veuillez renseigner correctement la liste des chemins avant validation.",""
"Please set resource file and link type.","Renseignez le fichier de ressource et le type de lien.",""
"Please setup or sign in into your 3rd party account to complete setup of this integration.","Veuillez configurer ou vous connecter à votre compte 3ème partie pour terminer l'installation de cette intégration.",""
"Please sign in to download your product or purchase <a href=""%1"">%2</a>.","Veuillez vous connecter pour télécharger votre produit, ou achetez <a href=""%1"">%2</a>.",""
"Please sign in to download your product.","Veuillez vous connecter pour télécharger votre produit.",""
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Spécifiez au maximum 8 symboles. Les tranches sont acceptées (par ex. 3-5)",""
"Please specify Customer Groups.","Veuillez spécifier les groupes de client.",""
"Please specify a Widget Type.","Veuillez spécifier un type de widget.",""
"Please specify a carrier.","Veuillez spécifier un transporteur.",""
"Please specify a correct Import Service.","Veuillez renseigner un service d'importation valide.",""
"Please specify a correct widget.","Veuillez spécifier un widget valide.",""
"Please specify a payment method.","Veuillez sélectionner une méthode de paiement.",""
"Please specify a rating title for a store, or we'll just use the default value.","Veuillez spécifier un titre d'évaluation pour un magasin, sinon, la valeur par défaut sera utilisée.",""
"Please specify a shipping method.","Sélectionnez un mode de livraison.",""
"Please specify a source.","Veuillez spécifier une source.",""
"Please specify a valid mobile number","Veuillez renseigner un numéro de mobile valide.",""
"Please specify a valid phone number","Veuillez renseigner un numéro de téléphone valide.",""
"Please specify a website.","Veuillez spécifier un site web.",""
"Please specify an email.","Veuillez spécifier un e-mail.",""
"Please specify at least one recipient.","Veuillez renseigner au moins un destinataire.",""
"Please specify at least one search term.","Spécifiez au moins un terme de recherche.",""
"Please specify date required option(s).","Veuillez préciser la date d'option(s) requise.",""
"Please specify number of errors to halt import process","Veuillez préciser le nombre d'erreurs pour arrêter le processus d'importation",""
"Please specify order items.","Veuillez spécifier les articles de la commande.",""
"Please specify product link(s).","Spécifiez le ou les liens des produits.",""
"Please specify product option(s).","Veuillez préciser la ou les options de produits.",""
"Please specify product's required option(s).","Veuillez préciser le(s) produit(s) d'option(s) requise.",""
"Please specify shipping methods for all addresses.","Spécifiez le mode de livraison pour chaque adresse.",""
"Please specify the admin custom URL.","Veuillez spécifier l'URL d'administration personnalisé.",""
"Please specify the correct Import Service.","Veuillez spécifier un service d'importation valide.",""
"Please specify the correct account and try again.","Veuillez spécifier un compte correcte et essayez à nouveau.",""
"Please specify the correct billing agreement ID and try again.","Veuillez spécifier l'ID correcte d'entente de facturation et essayez à nouveau.",""
"Please specify the number of products, that will not be divided into subintervals.","Spécifiez le nombre de produits qui ne seront pas divisés en sous-intervalles.",""
"Please specify the quantity of product(s).","Spécifiez la quantité de produit(s).",""
"Please specify the writer.","Veuillez spécifier l'écriture.",""
"Please specify time required option(s).","Veuillez préciser l'heure d'option(s) requise.",""
"Please try again later","Veuillez réessayer plus tard",""
"Please try to sign out and sign in again.","Veuillez essayer de vous déconnectez et vous reconnecter une nouvelle fois.",""
"Please type the letters below","Veuillez saisir les lettres ci-dessous",""
"Please update order data to get shipping methods and rates","Veuillez mettre à jour les données de commande pour obtenir les modes et tarifs de livraison",""
"Please use a four-digit year format.","Veuillez utiliser un format d'année à quatre chiffres.",""
"Please use letters only (a-z or A-Z) in this field.","Veuillez utiliser uniquement des lettres (a-z ou A-Z) dans ce champ.",""
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.","Veuillez n'utiliser uniquement que des lettres (a-z ou A-Z), des nombres (0-9) dans ce champ. Aucun espace ou autre caractère n'est autorisé.",""
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Veuillez n'utilisez uniquement que des lettres (a-z ou A-Z) ou des chiffres (0-9) dans ce champ. Les espaces ou autres caractères ne sont pas autorisés.<br />Les caractères semblables (par exemple ""i"", ""L"", ""1"") diminuent les chances de reconnaissance correcte par le client.",""
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Veuillez utiliser uniquement des lettres (a-z), des chiffres (0-9) ou des espaces dans ce champ.",""
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces only in this field.","Veuillez n'utiliser uniquement que des lettres (a-z ou A-Z), des nombres (0-9) ou des espaces dans ce champ.",""
"Please use only letters (a-z or A-Z), numbers (0-9) or underscore (_) in this field, and the first character should be a letter.","Veuillez n'utiliser uniquement que des lettres (a-z ou A-Z), des nombres (0-9) ou des underscores (_) dans ce champ. Le 1er caractère doit être une lettre.",""
"Please use only letters (a-z or A-Z), numbers (0-9) or underscores (_) in the filename. No spaces or other characters are allowed.","Veuillez n'utiliser que des lettres (a-z ou A-Z), des nombres (0-9) ou des underscores (_) dans le nom du fichier. Les espaces ou autres caractères ne sont pas autorisés.",""
"Please use only letters (a-z or A-Z), numbers (0-9), spaces and ""#"" in this field.","Veuillez n'utiliser uniquement que des lettres (a-z ou A-Z), des nombres (0-9), des espaces ou le caractère ""#"" dans ce champ.",""
"Please use only letters (a-z), numbers (0-9) or underscore (_) in this field, and the first character should be a letter.","Veuillez n'utiliser uniquement que des lettres minuscules (a-z), des nombres (0-9) ou des underscores (_) dans ce champ. Le 1er caractère doit être une lettre.",""
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Veuillez utiliser ce format de date : jj/mm/aaaa. Par exemple, 21/12/2012 pour le 21 Décembre 2012.",""
"Please wait 24 hours before trying to issue a partial refund.","Veuillez attendre 24 heures avant d'essayer de délivrer un remboursement partiel.",""
"Please wait...","Veuillez patienter...",""
"Please, fill correct values","Veuillez remplissez des valeurs correctes",""
"Please, select attribute for the section","Veuillez sélectionnez l'attribut pour la section",""
"Please, select attribute(s)","Veuillez sélectionnez l'attribut(s)",""
"Please, select image(s) for your attribute","Veuillez sélectionner l'image(s) pour votre attribut",""
"Please, specify origin country","Veuillez spécifier le pays d'origine",""
"Points Incentive Redemption","Rachat d'incitation de points",""
"Popular Search Terms","Termes de recherche populaires",""
"Port (25)","Port (25)",""
"Position","Position",""
"Position in Layered Navigation","Position dans la navigation par filtres",""
"Position of Watermark for %1","Position du filigrane pour %1",""
"Position of attribute in layered navigation block","Position de l'attribut dans le bloc de navigation par filtres",""
"Postage Payment to either USPS or UPS","Frais de port paiement soit USPS ou UPS",""
"Posted on","Soumis le",""
"Pounds","Livres",""
"Preapproved Payment (BillUser API, either sent or received","Paiement préapprouvés (API BillUser, soit envoyé ou reçu",""
"Preapproved Payment ID","Paiement pré-approuvés ID",""
"Prefix Dropdown Options","Options de la liste déroulante des préfixes",""
"Pregenerated product images files","Images des produits prégénérées",""
"Preprocessed view files and static files","Fichiers de vue et fichiers statiques pré-traités",""
"Prev","Précédent",""
"Preview","Prévisualiser",""
"Preview Image","Image d'aperçu",""
"Preview Template","Prévisualiser le gabarit",""
"Previous","Précédent",""
"Previous page","Page précédente",""
"Price","Prix",""
"Price Alert Email Template","Gabarit du mail d'alerte de changement de prix",""
"Price Display Settings","Paramètres d'affichage du prix",""
"Price Navigation Step Calculation","Type de calcul des tranches de prix",""
"Price Range","Tranche de prix",""
"Price Rule","Règle de prix panier",""
"Price Type","Type de prix",""
"Price change alert! We wanted you to know that prices have changed for these products:","Changement de prix ! Nous vous informons du changement de prix pour nos produits :",""
"Price in cart","Prix dans le panier",""
"Price vs. Destination","Prix par destination",""
"Price:","Prix :",""
"Price: %1","Prix : %1",""
"Pricing Structure Rules","Règles d'application des prix",""
"Print","Imprimer",""
"Print All","Tout imprimer",""
"Print All Invoices","Imprimer toutes les factures",""
"Print All Refunds","Imprimer tous les avoirs",""
"Print All Shipments","Imprimer toutes les livraisons",""
"Print Credit Memos","Imprimer les avoirs",""
"Print Invoice","Imprimer la facture",""
"Print Invoices","Imprimer les factures",""
"Print Order","Imprimer la commande",""
"Print Order # %1","Imprimer la commande n°%1",""
"Print Packing Slips","Imprimer les bordereaux de livraison",""
"Print Refund","Imprimer l'avoir",""
"Print Shipment","Imprimer la livraison",""
"Print Shipping Label","Imprimer l'étiquette de livraison",""
"Print Shipping Labels","Imprimer les étiquettes de livraison",""
"Print This Page","Imprimer cette page",""
"Priority","Priorité",""
"Priority Mail","Courrier prioritaire",""
"Priority Mail Express","Priority Mail Express",""
"Priority Mail Express Flat Rate Envelope","Priority Mail Express Flat Rate Envelope",""
"Priority Mail Express Flat Rate Envelope Hold For Pickup","Priority Mail Express Flat Rate Envelope Hold For Pickup",""
"Priority Mail Express Hold For Pickup","Priority Mail Express Hold For Pickup",""
"Priority Mail Express International","Priority Mail Express International",""
"Priority Mail Express International Flat Rate Envelope","Priority Mail Express International Flat Rate Envelope",""
"Priority Mail Express International Legal Flat Rate Envelope","Priority Mail Express International Legal Flat Rate Envelope",""
"Priority Mail Express International Padded Flat Rate Envelope","Priority Mail Express International Padded Flat Rate Envelope",""
"Priority Mail Express Legal Flat Rate Envelope","Priority Mail Express Legal Flat Rate Envelope",""
"Priority Mail Express Legal Flat Rate Envelope Hold For Pickup","Priority Mail Express Legal Flat Rate Envelope Hold For Pickup",""
"Priority Mail Express Padded Flat Rate Envelope","Priority Mail Express Padded Flat Rate Envelope",""
"Priority Mail Express Padded Flat Rate Envelope Hold For Pickup","Priority Mail Express Padded Flat Rate Envelope Hold For Pickup",""
"Priority Mail Express Sunday/Holiday Delivery","Priority Mail Express Sunday/Holiday Delivery",""
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes","Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes",""
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope",""
"Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope",""
"Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope",""
"Priority Mail Flat Rate Envelope","Priority Mail Flat Rate Envelope",""
"Priority Mail Flat Rate Envelope Hold For Pickup","Priority Mail Flat Rate Envelope Hold For Pickup",""
"Priority Mail Gift Card Flat Rate Envelope","Priority Mail Gift Card Flat Rate Envelope",""
"Priority Mail Gift Card Flat Rate Envelope Hold For Pickup","Priority Mail Gift Card Flat Rate Envelope Hold For Pickup",""
"Priority Mail Hold For Pickup","Priority Mail Hold For Pickup",""
"Priority Mail International","Priority Mail International",""
"Priority Mail International DVD Flat Rate priced box","Priority Mail International DVD Flat Rate priced box",""
"Priority Mail International Flat Rate Envelope","Priority Mail International Flat Rate Envelope",""
"Priority Mail International Gift Card Flat Rate Envelope","Priority Mail International Gift Card Flat Rate Envelope",""
"Priority Mail International Large Flat Rate Box","Priority Mail International Large Flat Rate Box",""
"Priority Mail International Large Video Flat Rate priced box","Priority Mail International Large Video Flat Rate priced box",""
"Priority Mail International Legal Flat Rate Envelope","Priority Mail International Legal Flat Rate Envelope",""
"Priority Mail International Medium Flat Rate Box","Priority Mail International Medium Flat Rate Box",""
"Priority Mail International Padded Flat Rate Envelope","Priority Mail International Padded Flat Rate Envelope",""
"Priority Mail International Small Flat Rate Box","Priority Mail International Small Flat Rate Box",""
"Priority Mail International Small Flat Rate Envelope","Priority Mail International Small Flat Rate Envelope",""
"Priority Mail International Window Flat Rate Envelope","Priority Mail International Window Flat Rate Envelope",""
"Priority Mail Large Flat Rate Box","Priority Mail Large Flat Rate Box",""
"Priority Mail Large Flat Rate Box Hold For Pickup","Priority Mail Large Flat Rate Box Hold For Pickup",""
"Priority Mail Legal Flat Rate Envelope","Priority Mail Legal Flat Rate Envelope",""
"Priority Mail Legal Flat Rate Envelope Hold For Pickup","Priority Mail Legal Flat Rate Envelope Hold For Pickup",""
"Priority Mail Medium Flat Rate Box","Priority Mail Medium Flat Rate Box",""
"Priority Mail Medium Flat Rate Box Hold For Pickup","Priority Mail Medium Flat Rate Box Hold For Pickup",""
"Priority Mail Padded Flat Rate Envelope","Priority Mail Padded Flat Rate Envelope",""
"Priority Mail Padded Flat Rate Envelope Hold For Pickup","Priority Mail Padded Flat Rate Envelope Hold For Pickup",""
"Priority Mail Regional Rate Box A","Priority Mail Regional Rate Box A",""
"Priority Mail Regional Rate Box A Hold For Pickup","Priority Mail Regional Rate Box A Hold For Pickup",""
"Priority Mail Regional Rate Box B","Priority Mail Regional Rate Box B",""
"Priority Mail Regional Rate Box B Hold For Pickup","Priority Mail Regional Rate Box B Hold For Pickup",""
"Priority Mail Regional Rate Box C","Priority Mail Regional Rate Box C",""
"Priority Mail Regional Rate Box C Hold For Pickup","Priority Mail Regional Rate Box C Hold For Pickup",""
"Priority Mail Small Flat Rate Box","Priority Mail Small Flat Rate Box",""
"Priority Mail Small Flat Rate Box Hold For Pickup","Priority Mail Small Flat Rate Box Hold For Pickup",""
"Priority Mail Small Flat Rate Envelope","Priority Mail Small Flat Rate Envelope",""
"Priority Mail Small Flat Rate Envelope Hold For Pickup","Priority Mail Small Flat Rate Envelope Hold For Pickup",""
"Priority Mail Window Flat Rate Envelope","Priority Mail Window Flat Rate Envelope",""
"Priority Mail Window Flat Rate Envelope Hold For Pickup","Priority Mail Window Flat Rate Envelope Hold For Pickup",""
"Priority Overnight","Lendemain (prioritaire)",""
