en,fr,type,module
You need to choose options for your item.,You need to choose options for your item.,module,Magento_ConfigurableProduct
Some product variations fields are not valid.,Some product variations fields are not valid.,module,Magento_ConfigurableProduct
Configuration must have specified attributes,Configuration must have specified attributes,module,Magento_ConfigurableProduct
"Configurable product ""%1"" do not have sub-products","Configurable product ""%1"" do not have sub-products",module,Magento_ConfigurableProduct
This group contains attributes used in configurable products. Please move these attributes to another group and try again.,This group contains attributes used in configurable products. Please move these attributes to another group and try again.,module,Magento_ConfigurableProduct
This attribute is used in configurable products. You cannot remove it from the attribute set.,This attribute is used in configurable products. You cannot remove it from the attribute set.,module,Magento_ConfigurableProduct
Associated Products,Associated Products,module,Magento_ConfigurableProduct
Step 2: Attribute Values,Step 2: Attribute Values,module,Magento_ConfigurableProduct
Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.,Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.,module,Magento_ConfigurableProduct
Sort Variations,Sort Variations,module,Magento_ConfigurableProduct
Options,Options,module,Magento_ConfigurableProduct
Select All,Select All,module,Magento_ConfigurableProduct
Deselect All,Deselect All,module,Magento_ConfigurableProduct
Remove Attribute,Remove Attribute,module,Magento_ConfigurableProduct
Save Option,Save Option,module,Magento_ConfigurableProduct
Remove Option,Remove Option,module,Magento_ConfigurableProduct
Create New Value,Create New Value,module,Magento_ConfigurableProduct
"Step 3: Bulk Images, Price, and Quantity","Step 3: Bulk Images, Price, and Quantity",module,Magento_ConfigurableProduct
"Based on your selections <span class=""new-products-count"" data-bind=""text:countVariations""></span>
        new products will be created. Use this step to customize images and price for your new products.","Based on your selections <span class=""new-products-count"" data-bind=""text:countVariations""></span>
        new products will be created. Use this step to customize images and price for your new products.",module,Magento_ConfigurableProduct
Images,Images,module,Magento_ConfigurableProduct
Apply single set of images to all SKUs,Apply single set of images to all SKUs,module,Magento_ConfigurableProduct
Apply unique images by attribute to each SKU,Apply unique images by attribute to each SKU,module,Magento_ConfigurableProduct
Skip image uploading at this time,Skip image uploading at this time,module,Magento_ConfigurableProduct
Browse Files...,Browse Files...,module,Magento_ConfigurableProduct
Browse to find or drag image here,Browse to find or drag image here,module,Magento_ConfigurableProduct
Remove image,Remove image,module,Magento_ConfigurableProduct
Edit role,Edit role,module,Magento_ConfigurableProduct
Hidden,Hidden,module,Magento_ConfigurableProduct
Alt Text,Alt Text,module,Magento_ConfigurableProduct
Role,Role,module,Magento_ConfigurableProduct
Hide from Product Page,Hide from Product Page,module,Magento_ConfigurableProduct
Select attribute,Select attribute,module,Magento_ConfigurableProduct
Select,Select,module,Magento_ConfigurableProduct
Price,Price,module,Magento_ConfigurableProduct
Apply single price to all SKUs,Apply single price to all SKUs,module,Magento_ConfigurableProduct
Apply unique prices by attribute to each SKU,Apply unique prices by attribute to each SKU,module,Magento_ConfigurableProduct
Skip price at this time,Skip price at this time,module,Magento_ConfigurableProduct
Quantity,Quantity,module,Magento_ConfigurableProduct
Apply single quantity to each SKUs,Apply single quantity to each SKUs,module,Magento_ConfigurableProduct
Apply unique quantity by attribute to each SKU,Apply unique quantity by attribute to each SKU,module,Magento_ConfigurableProduct
Skip quantity at this time,Skip quantity at this time,module,Magento_ConfigurableProduct
Step 1: Select Attributes,Step 1: Select Attributes,module,Magento_ConfigurableProduct
Selected Attributes:,Selected Attributes:,module,Magento_ConfigurableProduct
Step 4: Summary,Step 4: Summary,module,Magento_ConfigurableProduct
"Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).","Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).",module,Magento_ConfigurableProduct
Edit Configurations,Edit Configurations,module,Magento_ConfigurableProduct
Create Configurations,Create Configurations,module,Magento_ConfigurableProduct
Add Products Manually,Add Products Manually,module,Magento_ConfigurableProduct
Current Variations,Current Variations,module,Magento_ConfigurableProduct
Image,Image,module,Magento_ConfigurableProduct
Name,Name,module,Magento_ConfigurableProduct
SKU,SKU,module,Magento_ConfigurableProduct
Weight,Weight,module,Magento_ConfigurableProduct
Actions,Actions,module,Magento_ConfigurableProduct
Upload Image,Upload Image,module,Magento_ConfigurableProduct
Upload image,Upload image,module,Magento_ConfigurableProduct
No Image,No Image,module,Magento_ConfigurableProduct
Choose a different Product,Choose a different Product,module,Magento_ConfigurableProduct
Remove Product,Remove Product,module,Magento_ConfigurableProduct
Create Product Configurations,Create Product Configurations,module,Magento_ConfigurableProduct
Choose Affected Attribute Set,Choose Affected Attribute Set,module,Magento_ConfigurableProduct
Confirm,Confirm,module,Magento_ConfigurableProduct
Cancel,Cancel,module,Magento_ConfigurableProduct
Page not found.,Page introuvable.,module,Magento_Contact
Thanks for contacting us with your comments and questions. We'll respond to you very soon.,Merci de nous avoir contacter. Nous vous répondrons rapidement.,module,Magento_Contact
"We can't process your request right now. Sorry, that's all we know.",Une erreur s'est produite. Merci de réessayer.,module,Magento_Contact
* Required Fields,* Champs obligatoires,module,Magento_Contact
Write Us,Contactez-nous,module,Magento_Contact
Jot us a note and we’ll get back to you as quickly as possible.,"N'hésitez pas à nous contacter, nous vous répondrons au plus vite.",module,Magento_Contact
Name,Nom,module,Magento_Contact
Email,Email,module,Magento_Contact
Phone Number,Numéro de téléphone,module,Magento_Contact
What’s on your mind?,Comment pouvons-nous vous aider ?,module,Magento_Contact
Submit,Valider,module,Magento_Contact
Invalid domain name: ' .,Nom de domaine invalide : ' .,module,Magento_Cookie
Invalid cookie lifetime: ' .,Durée de vie du cookie invalide : ' .,module,Magento_Cookie
Invalid cookie path,Chemin du cookie invalide,module,Magento_Cookie
We use cookies to make your experience better.,Nous utilisons les cookies pour vous offrir une meilleure expérience utilisateur.,module,Magento_Cookie
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","Pour se conformer à la nouvelle directive concernant la vie privée, nous devons vous demander votre consentement pour enregistrer des cookies sur votre ordinateur.",module,Magento_Cookie
"<a href=""%1"">Learn more</a>.","<a href=""%1"">En savoir +</a>.",module,Magento_Cookie
Allow Cookies,Autoriser les cookies,module,Magento_Cookie
We can't save the cron expression.,Impossible de sauvegarder l'expression de la tâche programmée.,module,Magento_Cron
Daily,Quotidien,module,Magento_Cron
Weekly,Hebdomadaire,module,Magento_Cron
Monthly,Mensuel,module,Magento_Cron
Invalid cron expression: %1,Expression de la tâche programmée invalide : %1,module,Magento_Cron
"Invalid cron expression, expecting 'match/modulus': %1","Expression de la tâche programmée invalide, ""valeur/modulo"" attendu : %1",module,Magento_Cron
"Invalid cron expression, expecting numeric modulus: %1","Expression de la tâche programmée invalide, modulo numérique attendu : %1",module,Magento_Cron
"Invalid cron expression, expecting 'from-to' structure: %1","Expression de la tâche programmée invalide : structure ""de-à"" attendu : %1",module,Magento_Cron
Save Currency Rates,Sauvegarder les taux de devises,module,Magento_CurrencySymbol
Reset,Réinitialiser,module,Magento_CurrencySymbol
Import,Importer,module,Magento_CurrencySymbol
Manage Currency Rates,Gestion des taux des devises,module,Magento_CurrencySymbol
Import Service,Service d'importation,module,Magento_CurrencySymbol
Save Currency Symbols,Enregistrer les symboles de devise,module,Magento_CurrencySymbol
Currency Symbols,Symboles de devise,module,Magento_CurrencySymbol
Use Standard,Utiliser le standard,module,Magento_CurrencySymbol
Please specify a correct Import Service.,Merci de renseigner un service d'importation valide.,module,Magento_CurrencySymbol
We can't initialize the import model.,Impossible d'initialiser le modèle d'importation.,module,Magento_CurrencySymbol
"Click ""Save"" to apply the rates we found.","Cliquez sur ""Enregistrer"" pour appliquer les taux trouvés.",module,Magento_CurrencySymbol
Currency Rates,Taux de change,module,Magento_CurrencySymbol
Please correct the input data for %1 => %2 rate,Merci de corriger les données renseignées pour %1 => taux %2,module,Magento_CurrencySymbol
All valid rates have been saved.,Tous les taux valides ont été sauvegardés.,module,Magento_CurrencySymbol
System,Système,module,Magento_CurrencySymbol
You applied the custom currency symbols.,Vous avez appliqué les symboles de devise personnalisés.,module,Magento_CurrencySymbol
Old rate:,Ancien taux :,module,Magento_CurrencySymbol
Please specify a website.,Merci de spécifier un site web.,module,Magento_CustomerImportExport
Please specify an email.,Merci de spécifier un email.,module,Magento_CustomerImportExport
We found an invalid value in a website column.,"Valeur invalide dans la colonne ""website""",module,Magento_CustomerImportExport
Please enter a valid email.,Veuillez saisir une adresse email valide.,module,Magento_CustomerImportExport
"Please make sure attribute ""%s"" is not empty.","Merci de vérifier que l'attribut ""%s"" n'est pas vide.",module,Magento_CustomerImportExport
We can't find a customer who matches this email and website code.,"Aucun client trouvé avec cette combinaison ""Email/Site web""",module,Magento_CustomerImportExport
Customer address id column is not specified,"La colonne ""ID Adresse Client"" n'est pas spécifiée.",module,Magento_CustomerImportExport
We can't find that customer address.,Adresse client introuvable.,module,Magento_CustomerImportExport
Please enter a valid region.,Merci de renseigner une région valide.,module,Magento_CustomerImportExport
"We found another row with this email, website and address ID combination.","Nous avons trouvé un autre enregistrement avec la combinaison de cet email, site web et ID d'adresse.",module,Magento_CustomerImportExport
This email is found more than once in the import file.,Cette adrresse email est présente plusieurs fois dans le fichier d'import.,module,Magento_CustomerImportExport
Orphan rows that will be skipped due default row errors,Lignes ophelines qui seront ignorées en raison d'erreurs,module,Magento_CustomerImportExport
